Unnamed: 0,Features,XGBoost_Importance,LightGBM_Importance,CatBoost_Importance,Total_Importance,IC mean,IC std,IR,t_value,p,IC Skew,IC kurtosis,Alpha_index,IC mean abs,topsis_score
95,alpha174,1.4637319,0.0922545021331681,-0.4561403279300617,0.3666153530531554,-0.009726584444703,0.6072379833107797,-0.0160177470975577,-2.231416475230968,0.0256649300708319,0.0156415105214984,-1.375475802883417,alpha174,0.009726584444703,0.33656885943108217
133,alpha169,0.28197405,0.2743270129458073,0.2544742336222167,0.2702584313301444,0.0092444682985816,0.6604525735068294,0.0139971720444602,1.949932166890888,0.0511985849394689,-0.0231612289985387,-1.4824906712410844,alpha169,0.0092444682985816,0.3347183220764882
24,alpha042,-0.23195583,-0.8636261796331876,-0.4561403279300617,-0.5172407779485835,0.018606020491942,0.521304340627552,0.0356912825040818,4.972117197047888,6.679054572039958e-07,-0.0452757624757466,-1.1252234110733517,alpha042,0.018606020491942,0.3345949422119643
57,alpha109,0.30588168,0.2894997221801939,-0.4561403279300617,0.0464136911027356,0.0090168612626592,0.6012129337537826,0.0149977832418886,2.089326321240009,0.036691349783915,-0.0135969627890226,-1.3479178273522046,alpha109,0.0090168612626592,0.32686274017540234
124,alpha147,-0.16525668,-0.8636261796331876,0.7879933662622822,-0.0802964974763267,0.0160469302218631,0.669063989026303,0.0239841487287582,3.341207992096532,0.0008357210746003,-0.0372260401757626,-1.504036292682581,alpha147,0.0160469302218631,0.3243427876547696
82,alpha155,0.12346748,0.6081266161023124,-0.4561403279300617,0.0918179235995629,0.0052148167335313,0.3986379626551033,0.0130815858549907,1.8223827621441997,0.0684123103742827,-0.0199261674742094,-0.6895176013861462,alpha155,0.0052148167335313,0.3218029131119448
2,alpha004,-0.15661138,-0.5146538672422958,-0.4561403279300617,-0.3758018593778769,0.0164375156046676,0.6166265526697541,0.0266571647515007,3.7135832053756377,0.0002049174021017,-0.0289603061889242,-1.2928227569502986,alpha004,0.0164375156046676,0.3211403357179657
86,alpha160,1.4116156,-0.7574172149924813,-0.4561403279300617,0.0660193557333792,-0.0180887059877891,0.6115815735833683,-0.0295769309755427,-4.120332944678462,3.79894606550359e-05,0.0425651197619,-1.3941168574597236,alpha160,0.0180887059877891,0.31981926421736556
59,alpha113,-0.06727242,0.775026417680565,-0.4561403279300617,0.0838712241677359,0.0047092172136457,0.431606991976201,0.0109108918557683,1.5199855321811713,0.1285309035701937,0.0041297228934289,-0.8263832974382135,alpha113,0.0047092172136457,0.3184021741701917
51,alpha102,0.8077476,-0.8636261796331876,1.0346385907810205,0.3262533378702005,0.0047455083028352,0.4354569699121234,0.0108977663253224,1.518157027541618,0.1289911076702429,0.0082931464093469,-0.8525431437190547,alpha102,0.0047455083028352,0.3169130756170778
11,alpha015,0.73490304,0.5019176514616063,-0.017638994452786,0.4063938981856285,-0.0025440066261238,0.3394690682741614,-0.0074940749066106,-1.0439921489193476,0.2965020264929511,-0.0104700449785884,-0.6073416788538935,alpha015,0.0025440066261238,0.31381444072518716
77,alpha145,0.7261975,-0.8636261796331876,-0.4561403279300617,-0.1978563421359512,0.0079728316580799,0.4327921767947658,0.0184218479112221,2.566329377217332,0.0102855512548968,-0.0069112731393072,-0.8009039261930928,alpha145,0.0079728316580799,0.3101507234579711
88,alpha163,-1.4549352,-0.8636261796331876,-0.4561403279300617,-0.924900566875026,0.0198668055977584,0.5298944560731621,0.0374920050022479,5.222974063825346,1.7788969089513166e-07,-0.0348255105040655,-1.2187416345158693,alpha163,0.0198668055977584,0.30931896087749067
116,alpha137,-0.5038047,-0.3325813564296566,1.3103039066775573,0.1579726221875326,-0.0287203539454875,0.6273112493539412,-0.0457832598651246,-6.378020562479505,1.8344130725919578e-10,0.0549143368660935,-1.4219678091565882,alpha137,0.0287203539454875,0.30676636644143157
