trade_time,trade_date,IF00,IF01,IF02,IF03,IH00,IH01,IH02,IH03,IC00,IC01,IC02,IC03,IM00,IM01,IM02,IM03
2018-07-02 10:00:00,2018-07-02T00:00:00.000000000,4077.0,94.0,510.0,69.0,2850.0,67.0,300.0,21.0,2790.0,87.0,302.0,94.0,,,,
2018-07-02 10:30:00,2018-07-02T00:00:00.000000000,6676.0,158.0,893.0,117.0,5028.0,207.0,762.0,68.0,4427.0,123.0,453.0,173.0,,,,
2018-07-02 11:00:00,2018-07-02T00:00:00.000000000,5694.0,142.0,895.0,102.0,3973.0,185.0,595.0,69.0,3173.0,79.0,328.0,116.0,,,,
2018-07-02 11:30:00,2018-07-02T00:00:00.000000000,5549.0,160.0,999.0,101.0,3333.0,83.0,292.0,46.0,3012.0,84.0,291.0,71.0,,,,
2018-07-02 14:00:00,2018-07-02T00:00:00.000000000,4831.0,239.0,704.0,130.0,3007.0,161.0,376.0,60.0,2865.0,107.0,396.0,87.0,,,,
2018-07-02 15:00:00,2018-07-02T00:00:00.000000000,7440.0,342.0,1293.0,230.0,5111.0,169.0,806.0,98.0,4050.0,72.0,643.0,82.0,,,,
2018-07-03 10:00:00,2018-07-03T00:00:00.000000000,6770.0,325.0,843.0,111.0,4634.0,192.0,555.0,66.0,3075.0,117.0,413.0,101.0,,,,
2018-07-03 10:30:00,2018-07-03T00:00:00.000000000,10426.0,435.0,1271.0,197.0,7044.0,252.0,729.0,93.0,4938.0,160.0,769.0,154.0,,,,
2018-07-03 11:00:00,2018-07-03T00:00:00.000000000,6216.0,167.0,821.0,146.0,4079.0,101.0,327.0,48.0,3195.0,95.0,586.0,91.0,,,,
2018-07-03 11:30:00,2018-07-03T00:00:00.000000000,6547.0,185.0,1182.0,174.0,4330.0,118.0,420.0,71.0,3623.0,112.0,661.0,117.0,,,,
2018-07-03 14:00:00,2018-07-03T00:00:00.000000000,5905.0,184.0,880.0,94.0,4409.0,97.0,549.0,73.0,4081.0,102.0,469.0,87.0,,,,
2018-07-03 15:00:00,2018-07-03T00:00:00.000000000,4717.0,404.0,623.0,97.0,2886.0,59.0,247.0,39.0,2961.0,67.0,365.0,97.0,,,,
2018-07-04 10:00:00,2018-07-04T00:00:00.000000000,5630.0,169.0,642.0,108.0,4190.0,100.0,403.0,54.0,3924.0,103.0,339.0,61.0,,,,
2018-07-04 10:30:00,2018-07-04T00:00:00.000000000,9217.0,269.0,1352.0,173.0,6491.0,206.0,820.0,76.0,5744.0,150.0,498.0,106.0,,,,
2018-07-04 11:00:00,2018-07-04T00:00:00.000000000,5762.0,157.0,996.0,102.0,3637.0,122.0,662.0,38.0,3021.0,102.0,291.0,71.0,,,,
2018-07-04 11:30:00,2018-07-04T00:00:00.000000000,4682.0,107.0,642.0,87.0,2857.0,52.0,368.0,27.0,2573.0,100.0,306.0,61.0,,,,
2018-07-04 14:00:00,2018-07-04T00:00:00.000000000,3766.0,157.0,456.0,77.0,2178.0,25.0,183.0,5.0,1982.0,58.0,286.0,74.0,,,,
2018-07-04 15:00:00,2018-07-04T00:00:00.000000000,4895.0,238.0,724.0,74.0,3205.0,76.0,258.0,20.0,3097.0,121.0,463.0,73.0,,,,
2018-07-05 10:00:00,2018-07-05T00:00:00.000000000,6794.0,194.0,769.0,94.0,4689.0,287.0,481.0,47.0,3513.0,95.0,543.0,76.0,,,,
2018-07-05 10:30:00,2018-07-05T00:00:00.000000000,9405.0,273.0,1152.0,117.0,6393.0,430.0,724.0,58.0,5559.0,169.0,850.0,115.0,,,,
2018-07-05 11:00:00,2018-07-05T00:00:00.000000000,5622.0,120.0,804.0,56.0,3339.0,204.0,489.0,16.0,3997.0,153.0,644.0,91.0,,,,
2018-07-05 11:30:00,2018-07-05T00:00:00.000000000,6113.0,146.0,780.0,57.0,3313.0,96.0,380.0,9.0,3612.0,131.0,561.0,109.0,,,,
2018-07-05 14:00:00,2018-07-05T00:00:00.000000000,5131.0,111.0,712.0,92.0,3448.0,94.0,255.0,15.0,2963.0,109.0,569.0,207.0,,,,
2018-07-05 15:00:00,2018-07-05T00:00:00.000000000,4747.0,81.0,473.0,64.0,3583.0,150.0,641.0,41.0,3554.0,124.0,562.0,135.0,,,,
2018-07-06 10:00:00,2018-07-06T00:00:00.000000000,5493.0,139.0,878.0,63.0,3464.0,81.0,320.0,30.0,3591.0,77.0,407.0,118.0,,,,
2018-07-06 10:30:00,2018-07-06T00:00:00.000000000,8966.0,214.0,1241.0,120.0,5556.0,120.0,531.0,57.0,5581.0,133.0,600.0,171.0,,,,
2018-07-06 11:00:00,2018-07-06T00:00:00.000000000,5992.0,124.0,602.0,94.0,3492.0,60.0,303.0,33.0,3447.0,107.0,428.0,88.0,,,,
2018-07-06 11:30:00,2018-07-06T00:00:00.000000000,7005.0,160.0,739.0,128.0,4542.0,63.0,345.0,55.0,4120.0,121.0,633.0,108.0,,,,
2018-07-06 14:00:00,2018-07-06T00:00:00.000000000,7829.0,418.0,1578.0,230.0,5688.0,348.0,1002.0,99.0,4860.0,233.0,847.0,161.0,,,,
