trade_date,IF00,IF01,IF02,IF03,IH00,IH01,IH02,IH03,IC00,IC01,IC02,IC03,IM00,IM01,IM02,IM03
2018-07-02,2944.8167912676436,2517.5159798849295,2963.837596599731,2636.874576991436,2164.8463768026563,1982.4727992741944,2279.397893353362,2190.81390648158,3234.373526867296,1958.275362433148,3111.6172626224584,2084.1263973217156,,,,
2018-07-03,2865.552846511333,2432.2405831096366,2861.784909041595,2559.283001573093,2094.157515519304,1907.1232433384782,2183.521418952083,2113.558700660104,3196.635211945767,1936.7960294029597,3065.8581852309517,2060.3030500142013,,,,
2018-07-04,2849.598219515416,2433.40475234889,2870.231837572589,2555.4111664723773,2084.967963552468,1908.422373613232,2193.5940446673926,2111.043414889172,3205.8823487146183,1944.5651498606874,3085.1380098385735,2063.2184946147713,,,,
2018-07-05,2826.1754692448144,2408.3751137049467,2834.030715296899,2534.503256928512,2073.1275792875067,1899.0036791212674,2174.941034083486,2094.1550675700582,3164.770078485536,1919.4297601445091,3042.4295376065006,2031.0653055913428,,,,
2018-07-06,2813.2759835885413,2398.916238636015,2825.4114004693533,2528.308320767367,2081.0800761818837,1907.9351997601993,2177.925515776911,2102.0602514215584,3087.543990334859,1871.4440161408966,2951.8875764745057,1973.8392930030125,,,,
2018-07-09,2848.0706488455944,2422.9272291956113,2857.3028653312713,2560.2122419972648,2118.898616968477,1945.4475864437131,2233.6980174227915,2146.0777524128644,3118.7843172566536,1879.974815074872,2977.878732432882,1999.4119070708691,,,,
2018-07-10,2925.6372928576584,2489.7214392977608,2936.600561744688,2623.555464244974,2174.9195395355337,1995.6264933060763,2284.4342062110168,2205.1869680297614,3185.638616869295,1922.0956348113766,3053.6557645932166,2044.89284283976,,,,
2018-07-11,2859.9517540553197,2430.2032869409436,2887.47046722768,2565.013317522152,2119.605505581311,1955.8406286417433,2227.169463718424,2166.7390283883756,3126.4069570255715,1885.3065644086066,2974.3400304479383,2030.065724585433,,,,
2018-07-12,2876.076111125661,2442.2815427981946,2885.401831669069,2584.217619621702,2131.092445539856,1953.2423680922354,2237.4286195395725,2165.4813855029097,3135.279209871361,1899.3214483715667,3000.4532106126917,2012.1565648962173,,,,
2018-07-13,2959.9227678914376,2520.2808818281555,2977.800886620355,2650.658309949984,2183.5789250427442,2002.284535964189,2297.3047835139123,2216.5057539989543,3235.49817863648,1957.1328447187764,3108.3226090502703,2079.544984377963,,,,
2018-07-16,2957.546546849492,2507.038456731651,2956.424985848042,2635.0160961430925,2177.7470939868676,1996.7632322964855,2295.999072773039,2208.959896686159,3247.244541559075,1959.7987193856438,3116.1321582584205,2082.460428978533,,,,
2018-07-17,2938.876238662781,2496.415412423466,2940.9102191584607,2626.0334387094317,2160.9584894320715,1986.0454075297673,2272.1232192256384,2187.9392941719434,3248.36919332826,1961.0174049476402,3110.5190447650625,2076.2130476915972,,,,
2018-07-18,2935.1421770254387,2496.5609335783724,2918.6723869033935,2623.7103376490027,2158.837823593571,1974.0284524882952,2271.9366891197997,2196.203804562148,3255.1171039433675,1961.7029155762632,3111.007141590572,2089.1243023512643,,,,
2018-07-19,2924.9583725599596,2482.0088180877083,2917.6380691240884,2599.859833428594,2150.1784380863605,1968.9943226736245,2264.475484886237,2181.1120899365574,3229.6249971751827,1955.2286485281568,3089.408857061781,2071.881529999322,,,,
2018-07-20,2930.193390122477,2498.2050120916765,2921.3331622995315,2651.135616227238,2142.4064422546276,1967.2026055030267,2259.8245674686514,2182.191132212278,3230.3204908405846,1937.2440255941679,3115.7029512035115,2130.6299524997667,,,,
2018-07-23,2963.9013082453457,2525.3673939451564,2961.2089265327,2687.574076352269,2194.320024552729,2022.4565407257471,2313.2575589716585,2237.597628502631,3230.194252203247,1952.6189781782487,3093.294986874894,2127.077458475672,,,,
2018-07-24,3011.6399334041294,2573.085091795864,3016.5148777952254,2748.5688900398204,2233.6966533026493,2059.1841564914375,2353.4719358519706,2280.811109428116,3279.04860485303,1984.8295038418976,3172.9677489322,2179.065175901449,,,,
2018-07-25,3068.789398647978,2618.013139618377,3073.5545579374534,2798.6321656898626,2271.6606675682674,2086.6486125286133,2394.617201085994,2301.9695772671503,3349.4897644876014,2027.8793710773236,3235.5855603616133,2219.0957183192972,,,,
2018-07-26,3061.0896203965613,2614.1957237903202,3069.9137272900775,2794.037751152359,2263.008403851917,2080.3106611354187,2384.9359622074003,2304.1212858609506,3343.935264444732,2024.881255323428,3236.7059585780444,2221.261873212038,,,,
2018-07-27,3022.590729139478,2576.021565509754,3026.223759521562,2760.7678527773305,2234.7561141658757,2047.6458347243401,2348.631316412674,2262.8802044797817,3326.514332492096,2017.4244033201487,3218.0326549708634,2202.373002547339,,,,
2018-07-30,3012.3243581375887,2574.25968128142,3021.3693186583937,2760.2925685148302,2234.4029605448004,2054.796343988457,2353.0995805104867,2276.6870012899994,3292.9348549602037,1999.2819592709334,3190.894120395093,2189.376073190895,,,,
2018-07-31,2995.7270583512013,2562.073315368778,3012.874047147849,2743.182335064816,2241.2894561557728,2063.8969921427874,2360.732865010916,2279.3766370322496,3247.488945518545,1969.300801731976,3142.7169970885666,2159.5697818667827,,,,
2018-08-01,3022.590729139478,2581.160394509061,3022.2361830982454,2763.302702177333,2261.066058936002,2081.773265303079,2381.584764134041,2299.997177722834,3274.630252546202,1983.36888334641,3158.9005268814567,2172.6533574189366,,,,
